"id","item","grandeza","quantidade","preco_unitario","preco_total","data","hora","estabelecimento","cnpj","endereco"
122,Refresco Pop Morango 25g,UN,"1","0,79","0,79","14/03/2022","19:04:31",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
123,Refresco Pop Abacaxi 25g,UN,"1","0,79","0,79","14/03/2022","19:04:31",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
124,Refresco Pop Mix De Fruta 25g,UN,"1","0,79","0,79","14/03/2022","19:04:31",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
125,Refresco Pop Tangerina 25g,UN,"1","0,79","0,79","14/03/2022","19:04:31",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
126,Frango A Passarinho,KG,"0,572","9,99","5,71","14/03/2022","19:04:31",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
127,Musculo C Osso,Kg,"0,538","18,99","10,22","14/03/2022","19:04:31",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
128,Carne Moida 2,KG,"0,738","24,99","18,44","14/03/2022","19:04:31",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
129,Pao Bauducco Trad. 400g,UN,"1","4,99","4,99","14/03/2022","19:04:31",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
130,Pao Frances,KG,"0,21","12,99","2,73","25/03/2022","20:30:54",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
131,Coxa C/ Sobre Coxa Com Dorsal,KG,"1,504","8,99","13,52","25/03/2022","20:30:54",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
132,Salsinha Maco,UN,"1","1,99","1,99","25/03/2022","20:30:54",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
133,Cebolinha Maco,UN,"1","1,49","1,49","25/03/2022","20:30:54",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
134,Batata Doce,Kg,"0,79","1,99","1,57","25/03/2022","20:30:54",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
135,Alho Granel,KG,"0,055","29,99","1,65","25/03/2022","20:30:54",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
136,Cebola Argentina,KG,"0,165","4,99","0,82","25/03/2022","20:30:54",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
137,Tomate Longa Vida,KG,"0,24","9,99","2,40","25/03/2022","20:30:54",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
138,Batata Monalisa,KG,"0,945","6,49","6,13","25/03/2022","20:30:54",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
139,Banana Caturra,KG,"1,66","2,99","4,96","25/03/2022","20:30:54",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
140,Refresco Pop Abacaxi 25g,UN,"1","0,79","0,79","25/03/2022","20:30:54",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
141,Sabonete Nivea Leite 85g,UN,"1","2,99","2,99","25/03/2022","20:30:54",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
142,Gometes Creme Dori 32g,UN,"1","0,99","0,99","25/03/2022","20:30:54",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
143,Feijao Cantu Preto 1,UN,"1","5,99","5,99","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
144,Acucar Extra Fino Gl,UN,"1","3,99","3,99","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
145,Fuba Campo Largo Ama,UN,"1","4,99","4,99","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
146,Lava Roupas Brilhan,UN,"1","10,99","10,99","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
147,Queijo Mussa Finissi,KG,"0,18","46,9","8,44","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
148,Presunto Alegra,KG,"0,206","24,9","5,13","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
149,Cr.D.Closeup 90g Red,UN,"1","3,69","3,69","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
150,Creme Dental Colgate,UN,"1","6,99","6,99","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
151,Past Adesiva Harpic,UN,"1","13,99","13,99","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
152,Talco Tenys Pe 100g,UN,"1","8,99","8,99","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
153,Sh Elseve 400ml,UN,"1","20,99","20,99","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
154,Arroz Buriti 5kg,UN,"1","14,99","14,99","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
155,Toalha Pap.Stylus C,UN,"1","3,99","3,99","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
156,Papel Hig Fofinho,UN,"1","14,99","14,99","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
157,Molho Sache 340gr,UN,"1","1,99","1,99","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
158,Molho Sache 340gr,UN,"1","1,99","1,99","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
159,Molho Bonare 340g,UN,"1","1,79","1,79","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
160,Molho Tom Heinz 340g,UN,"1","3,29","3,29","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
161,Molho Sache 340gr,UN,"1","1,99","1,99","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
162,Molho Bonare 340g,UN,"1","1,79","1,79","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
163,Cafe Bom Jesus 500g,UN,"1","14,9","14,90","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
164,Molho Bonare 340g,UN,"1","1,79","1,79","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
165,Molho Tom Heinz 340g,UN,"1","3,29","3,29","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
166,Molho Bonare 340g,UN,"1","1,79","1,79","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
167,Molho Sache 340gr,UN,"1","1,99","1,99","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
168,Agua Sanit Suprema 1,UN,"1","2,99","2,99","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
169,Desinf Lysoform 1lt,UN,"1","10,99","10,99","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
170,Deter Girando Sol 1l,UN,"1","3,99","3,99","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
171,Mac Inst Nissin 85g,UN,"1","1,79","1,79","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
172,Mac Inst Nissin 85g,UN,"1","1,79","1,79","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
173,Mac Inst Nissin 85g,UN,"1","1,79","1,79","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
174,Mac Inst Nissin 85g,UN,"1","1,79","1,79","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
175,Sabao Alpes 150g Bar,UN,"1","1,99","1,99","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
176,Ref Frisco 25g,UN,"1","0,89","0,89","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
177,Ref Frisco 25g,UN,"1","0,89","0,89","06/05/2022","19:33:02",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
